V1 V2 V3 V4 V5 V6 V7 V8 V9 V10 V11 V12 V13 V14 V15 V16 V17 V18 V19 V20 V21 V22 V23 V24 V25 V26 V27 V28 V29 V30
1.07379346410252 1.14052699468912 0.805656247396761 -0.000651226009534278 2.10794501149316 -0.516853856187629 -0.800143706305654 0.0624983322849508 1.60393672878141 -0.442212387550636 -0.0790998856422849 -0.46887854825834 1.4703619210544 0.416803623179328 1.29254497956278 0.965431577760122 1.17031528403519 0.751282749688459 0.170103936905012 0.1683256891617 -0.259337839363362 -0.916939555042109 -1.48311909159395 3.40858446854629 0.633455354023012 5.1893536902903 0.473149182976526 2.67206212281307 0.580087749664869 2.17185489766027
-0.671160090193561 -0.752790906466879 0.798673296133024 -0.0241193336460858 0.635249266344227 -1.05184501279672 1.10600004895239 -0.817061908247704 -0.504875570017065 1.77787597645541 0.113446758658645 1.09334359538363 -1.01462392363805 -1.43921875914755 0.255855362106185 -1.31078662642658 0.95177320271119 -1.12891090010478 1.14266961335572 0.317740265978927 1.17971022464158 -0.711974473767285 -1.39139843180962 -0.908682096510773 1.55195765744491 -2.33864026461829 2.33086183025668 -1.332983802953 0.0305953745576883 1.61678861902828
-0.368826563249539 -0.322907405288622 1.17839553729926 -0.652866202633441 -1.68265795437553 -1.83205905004443 0.161242884745547 -0.754920689326168 -0.673160380124004 1.15466625083355 -0.53508470043113 -1.33108505582064 -0.6105380041043 -2.54480480239333 0.471071357525078 -1.41789552284083 -0.477223343320841 -1.97397173713561 0.227410272871555 -0.0374579142297191 0.726614194453232 -0.173499887603385 0.821728150064755 -2.60399522664149 -1.30993507328222 -0.980179728416608 -0.450373330203552 -0.333234207782303 0.0212479039095767 -0.834090312492305
0.387605880065433 -0.109911715342647 2.13271989414448 -0.723005448566079 -0.713546658156457 0.110193500612937 -1.37189693130299 -0.152413268000603 0.850420636441968 -0.437843924731543 -0.131236186755731 -0.524429702911055 0.276543683604691 0.141659737989307 -0.532878435836186 -0.243248058893423 -0.948601537082978 -0.961524150438498 -0.220238063287983 -0.652337803140542 -0.489719365681658 -0.57564516465086 -0.480075303879699 -0.982208585863694 1.13411964051807 -0.827483266817396 -2.02251499401614 0.267307630059133 -0.314796187031463 1.10658560364078
-0.333664036580118 -0.0390519558792006 2.65248077548127 -0.406705104445611 -0.222171169218316 0.879936596610098 -0.606720417260202 -1.12911191649163 -0.45011782293001 0.840895428728206 1.46827732306864 0.021473363284516 1.30214001805896 -0.570922192272118 0.327238568895157 0.528572813849397 1.82390545998763 1.79195304329341 0.188050262261328 1.23876200234822 0.294874060492117 1.07528585203033 0.581251323263005 3.06580527225139 0.287066912230856 4.45346587438226 1.72197327278552 -0.579334187877934 1.43942342834926 3.74480260477027
-1.48400733074397 0.8170333383744 1.21827222082248 -0.0471413138384046 -0.906383837841669 1.5264258861362 1.72712264175802 0.195340217626532 -0.880152061023991 0.779053343758784 -0.818905721115309 -0.847108121502026 -0.817927308561164 1.35362761178285 -0.32043832632749 0.0841976079256228 -1.08664807083561 -0.449070979546627 -0.157601255360027 -0.525158070688537 0.605368209959852 -1.94050395247036 0.0185381630740786 -0.439548720962337 -1.09668942520875 -0.900803297029043 -0.539186540697316 -0.71768443574315 0.65465004443971 -2.56541555923159
1.49447284591295 -0.432239333433498 1.84592786320543 0.95585687391841 1.92290148102676 -0.0261844032281906 0.457685547118076 0.718146121034932 0.240546442234646 1.6547625543619 -0.612273364991068 -0.210767271433557 -1.69789513809247 0.453905911155428 -0.844994908060136 1.01115192900131 0.636561120119476 -2.16780367059468 0.24259269693556 -0.0949088907548749 0.300350829571268 1.18489278943672 1.86372666355701 -3.46371559415107 0.38001191433139 -2.55528257714077 0.754871387186378 2.77153167726722 0.294817938941217 -1.96977167416099
0.50228319585731 -0.334396546893015 -0.201929108275016 -0.695529176281498 -1.0793760033912 0.833440571027082 0.026451699663848 -0.384914212988527 0.282544073534346 -0.519306344244528 -0.379670902159767 -0.31737925108957 -0.0395718298349398 0.650506149208181 -0.446228805040335 1.25022819580314 -0.754438613428872 0.296320959170901 -1.03279040219639 -1.44117160807217 0.380330137021308 -0.258593444386972 -0.433891084013466 -0.787073156011234 -1.46567060908312 -0.236000719120834 0.0952502336316073 0.477587546593351 -0.280184763455051 -2.16673238602912
-0.698006512588418 -0.986152575645461 -0.621026530363511 -0.898379961840272 0.608896311556126 0.132819194881483 -1.53374052116335 -0.762115600192721 -0.590636272327601 -1.99521656930792 -1.36671246866784 -0.496429925289401 -0.839527033055025 0.122728013870907 -1.47298816656779 -0.130021508411928 -1.3694032635925 -2.62628920159754 -0.0992154425088397 -0.685244823759391 -1.00227220359154 -1.30868470591635 -2.46114730117488 -1.38845838893989 -0.956948956879241 -5.98460820870951 -0.0393983958541055 -2.00321035213304 -1.59519871752166 -0.791288417623755
0.044482413524869 -0.828776777764686 0.774494669996856 0.788249934868955 0.937606478523279 1.00460814657075 -0.049674236153362 0.284500890658353 -0.0834442542295475 0.788239280713508 0.686803728715836 -1.14669245487654 -0.317368897213669 0.0797914688535183 -1.4665205394938 -0.0150386113127635 1.41480618454812 -0.704753100557562 0.557672368382527 1.39265122478786 -0.296491824946451 0.401143426663298 0.363049030364099 -1.3953224967854 -0.958806123207716 -3.27958029891985 0.76406351115051 -1.24620436597334 0.211450405913116 0.599470888575338
